bib_id,title,note_num,note,type,source
17517462,"Passengers arriving in the United States : letter from the Secretary of State, transmitting tabular statements showing the number, etc. of passengers who arrived in the United States during the last year.",3,Title from publisher's website.,,daniel
17517463,Colonial Land and Emigration Office.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,,daniel
17517463,Colonial Land and Emigration Office.,2,"This document is part of CO 384/91 from The National Archives, UK.",,daniel
17517463,Colonial Land and Emigration Office.,3,Title from publisher's website.,,daniel
17517464,Friendly Societies' Institute prospectus.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,,daniel
17517464,Friendly Societies' Institute prospectus.,2,"This document is part of CO 384/91 from The National Archives, UK.",,daniel
17517464,Friendly Societies' Institute prospectus.,3,Title from publisher's website.,,daniel
17517465,Benefit emigration and colonization societies.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,,daniel
17517465,Benefit emigration and colonization societies.,2,"This document is part of CO 384/91 from The National Archives, UK.",,daniel
17517465,Benefit emigration and colonization societies.,3,Title from publisher's website.,,daniel
17517466,"Quarterly return of the marriages, births, and deaths registered in the divisions, counties, and districts of England.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,,daniel
17517466,"Quarterly return of the marriages, births, and deaths registered in the divisions, counties, and districts of England.",2,"This document is part of CO 384/91 from The National Archives, UK.",,daniel
17517466,"Quarterly return of the marriages, births, and deaths registered in the divisions, counties, and districts of England.",3,Title from publisher's website.,,daniel
17517467,Liverpool and Philadelphia Steam-ship Company passengers' contract ticket and advertisement.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,,daniel
17517467,Liverpool and Philadelphia Steam-ship Company passengers' contract ticket and advertisement.,2,"This document is part of CO 384/91 from The National Archives, UK.",,daniel
17517467,Liverpool and Philadelphia Steam-ship Company passengers' contract ticket and advertisement.,3,Title from publisher's website.,,daniel
17517468,To emigrants : cholera.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,,daniel
17517468,To emigrants : cholera.,2,"This document is part of CO 384/92 from The National Archives, UK.",,daniel
17517468,To emigrants : cholera.,3,Title from publisher's website.,,daniel
17517469,"Emigrant vessels : return to an order of the honourable the House of Commons, dated 16 February 1852 : for, a return ""in the annexed form, showing the number of vessels which have sailed from ports in the United Kingdom with emigrants on board, during the Last five years : distinguishing whether such ports are under the superintendence of an emigration officer or not : with a statement, so far as the same can be made out , of the number of such ships which have been wrecked or destroyed at sea, and the number of lives so lost.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,,daniel
17517469,"Emigrant vessels : return to an order of the honourable the House of Commons, dated 16 February 1852 : for, a return ""in the annexed form, showing the number of vessels which have sailed from ports in the United Kingdom with emigrants on board, during the Last five years : distinguishing whether such ports are under the superintendence of an emigration officer or not : with a statement, so far as the same can be made out , of the number of such ships which have been wrecked or destroyed at sea, and the number of lives so lost.",2,"This document is part of CO 384/92 from The National Archives, UK.",,daniel
17517469,"Emigrant vessels : return to an order of the honourable the House of Commons, dated 16 February 1852 : for, a return ""in the annexed form, showing the number of vessels which have sailed from ports in the United Kingdom with emigrants on board, during the Last five years : distinguishing whether such ports are under the superintendence of an emigration officer or not : with a statement, so far as the same can be made out , of the number of such ships which have been wrecked or destroyed at sea, and the number of lives so lost.",3,Title from publisher's website.,,daniel
17517470,Enclosure from the fourteenth general report of the Colonial Land and Emigration Commissioners.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,,daniel
17517470,Enclosure from the fourteenth general report of the Colonial Land and Emigration Commissioners.,2,"This document is part of CO 384/92 from The National Archives, UK.",,daniel
17517470,Enclosure from the fourteenth general report of the Colonial Land and Emigration Commissioners.,3,Title from publisher's website.,,daniel
17517471,"Report and proceedings of the Bristol Chamber of Commerce, at the annual meeting of the members, held, by permission, in the hall of the Society of Merchant Venturers, King-Street, Bristol, on Wednesday, the 25th January, 1854 : the president, George Pope, Esquire, in the chair.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,,daniel
17517471,"Report and proceedings of the Bristol Chamber of Commerce, at the annual meeting of the members, held, by permission, in the hall of the Society of Merchant Venturers, King-Street, Bristol, on Wednesday, the 25th January, 1854 : the president, George Pope, Esquire, in the chair.",2,"This document is part of CO 384/93 from The National Archives, UK.",,daniel
17517471,"Report and proceedings of the Bristol Chamber of Commerce, at the annual meeting of the members, held, by permission, in the hall of the Society of Merchant Venturers, King-Street, Bristol, on Wednesday, the 25th January, 1854 : the president, George Pope, Esquire, in the chair.",3,Title from publisher's website.,,daniel
17517472,"Bristol as a depôt and port of departure for emigrants : evidence given before the emigrant ships' committee of the House of Commons, on the 29th of May 1854 : copy of memorial to His Grace the Duke of Newcastle, Colonial Secretary, the resolution of Bristol shipowners and shipbrokers, and of the replies of the Colonial Office, with introductory remarks.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,,daniel
17517472,"Bristol as a depôt and port of departure for emigrants : evidence given before the emigrant ships' committee of the House of Commons, on the 29th of May 1854 : copy of memorial to His Grace the Duke of Newcastle, Colonial Secretary, the resolution of Bristol shipowners and shipbrokers, and of the replies of the Colonial Office, with introductory remarks.",2,"This document is part of CO 384/93 from The National Archives, UK.",,daniel
17517472,"Bristol as a depôt and port of departure for emigrants : evidence given before the emigrant ships' committee of the House of Commons, on the 29th of May 1854 : copy of memorial to His Grace the Duke of Newcastle, Colonial Secretary, the resolution of Bristol shipowners and shipbrokers, and of the replies of the Colonial Office, with introductory remarks.",3,Title from publisher's website.,,daniel
17517473,Liverpool and Philadelphia Steam-ship Company advertisement and bill of fare.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,,daniel
17517473,Liverpool and Philadelphia Steam-ship Company advertisement and bill of fare.,2,"This document is part of CO 384/93 from The National Archives, UK.",,daniel
17517473,Liverpool and Philadelphia Steam-ship Company advertisement and bill of fare.,3,Title from publisher's website.,,daniel
17517474,"Steam communication monthly from Liverpool to New York, Baltimore, Pittsburgh, Cincinnati, Charleston, Havana, &c. by way of Philadelphia.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,,daniel
17517474,"Steam communication monthly from Liverpool to New York, Baltimore, Pittsburgh, Cincinnati, Charleston, Havana, &c. by way of Philadelphia.",2,"This document is part of CO 384/93 from The National Archives, UK.",,daniel
17517474,"Steam communication monthly from Liverpool to New York, Baltimore, Pittsburgh, Cincinnati, Charleston, Havana, &c. by way of Philadelphia.",3,Title from publisher's website.,,daniel
17517475,"Steam to Montreal, New York, Boston, &c., via Portland.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,,daniel
17517475,"Steam to Montreal, New York, Boston, &c., via Portland.",2,"This document is part of CO 384/93 from The National Archives, UK.",,daniel
17517475,"Steam to Montreal, New York, Boston, &c., via Portland.",3,Title from publisher's website.,,daniel
17517476,An act to regulate the carriage of passengers in steamships and other vessels.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,,daniel
17517476,An act to regulate the carriage of passengers in steamships and other vessels.,2,"This document is part of CO 384/95 from The National Archives, UK.",,daniel
17517476,An act to regulate the carriage of passengers in steamships and other vessels.,3,Title from publisher's website.,,daniel
17517477,Mr. H. Smith Evans.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,,daniel
17517477,Mr. H. Smith Evans.,2,"This document is part of CO 384/95 from The National Archives, UK.",,daniel
17517477,Mr. H. Smith Evans.,3,Title from publisher's website.,,daniel
17517478,Black Ball Line of British and Australian Royal Mail Packets.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,,daniel
17517478,Black Ball Line of British and Australian Royal Mail Packets.,2,"This document is part of CO 384/96 from The National Archives, UK.",,daniel
17517478,Black Ball Line of British and Australian Royal Mail Packets.,3,Title from publisher's website.,,daniel
17517479,Extract from a despatch of Sir H. E. F. Young to the Duke of Newcastle on the supply of labour to the colonies.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,,daniel
17517479,Extract from a despatch of Sir H. E. F. Young to the Duke of Newcastle on the supply of labour to the colonies.,2,"This document is part of CO 384/96 from The National Archives, UK.",,daniel
17517479,Extract from a despatch of Sir H. E. F. Young to the Duke of Newcastle on the supply of labour to the colonies.,3,Title from publisher's website.,,daniel
17517480,"Government emigration commission, regulations for the selection of emigrants for passages to Australia.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,,daniel
17517480,"Government emigration commission, regulations for the selection of emigrants for passages to Australia.",2,"This document is part of CO 384/96 from The National Archives, UK.",,daniel
17517480,"Government emigration commission, regulations for the selection of emigrants for passages to Australia.",3,Title from publisher's website.,,daniel
17517481,The immigration of 1855.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,,daniel
17517481,The immigration of 1855.,2,"This document is part of CO 384/97 from The National Archives, UK.",,daniel
17517481,The immigration of 1855.,3,Title from publisher's website.,,daniel
17517482,Instructions to agents for the selection of emigrants.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,,daniel
17517482,Instructions to agents for the selection of emigrants.,2,"This document is part of CO 384/98 from The National Archives, UK.",,daniel
17517482,Instructions to agents for the selection of emigrants.,3,Title from publisher's website.,,daniel
17517483,Instructions for the management of the distilling galleys on board Her Majesty's ships.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,,daniel
17517483,Instructions for the management of the distilling galleys on board Her Majesty's ships.,2,"This document is part of CO 384/98 from The National Archives, UK.",,daniel
17517483,Instructions for the management of the distilling galleys on board Her Majesty's ships.,3,Title from publisher's website.,,daniel
17517484,"Newspaper clippings on the floating brothels of England and America, disgraceful treatment of emigrants and the horrors of emigration.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,,daniel
17517484,"Newspaper clippings on the floating brothels of England and America, disgraceful treatment of emigrants and the horrors of emigration.",2,"This document is part of CO 384/99 from The National Archives, UK.",,daniel
17517484,"Newspaper clippings on the floating brothels of England and America, disgraceful treatment of emigrants and the horrors of emigration.",3,Title from publisher's website.,,daniel
17517485,Draft of a bill to amend the merchant shipping acts and the passengers acts.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,,daniel
17517485,Draft of a bill to amend the merchant shipping acts and the passengers acts.,2,"This document is part of CO 384/100 from The National Archives, UK.",,daniel
17517485,Draft of a bill to amend the merchant shipping acts and the passengers acts.,3,Title from publisher's website.,,daniel
17517486,Address to the labouring classes of Britain on the questions of an equality in property and universal suffrage.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517486,Address to the labouring classes of Britain on the questions of an equality in property and universal suffrage.,2,"This document is part of CO 384/1 from The National Archives, UK.",,daniel
17517486,Address to the labouring classes of Britain on the questions of an equality in property and universal suffrage.,3,Title from publisher's website.,,daniel
17517487,"By the Honourable Sir Alexander Cochrane, K. B. Vice Admiral of the Red, and Commander in Chief of His Majesty's ships and vessels, upon the North American station &c. &c. &c. : a proclamation.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517487,"By the Honourable Sir Alexander Cochrane, K. B. Vice Admiral of the Red, and Commander in Chief of His Majesty's ships and vessels, upon the North American station &c. &c. &c. : a proclamation.",2,"This document is part of CO 384/1 from The National Archives, UK.",,daniel
17517487,"By the Honourable Sir Alexander Cochrane, K. B. Vice Admiral of the Red, and Commander in Chief of His Majesty's ships and vessels, upon the North American station &c. &c. &c. : a proclamation.",3,Title from publisher's website.,,daniel
17517488,Emigration to Canada.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517488,Emigration to Canada.,2,"This document is part of CO 384/12 from The National Archives, UK.",,daniel
17517488,Emigration to Canada.,3,Title from publisher's website.,,daniel
17517489,"To all friends to the distressed, and well-disposed Christians, the petition of the Glasgow Emigration Society.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517489,"To all friends to the distressed, and well-disposed Christians, the petition of the Glasgow Emigration Society.",2,"This document is part of CO 384/15 from The National Archives, UK.",,daniel
17517489,"To all friends to the distressed, and well-disposed Christians, the petition of the Glasgow Emigration Society.",3,Title from publisher's website.,,daniel
17517490,"Purposes of emigration societies, union and agency : to the Emigration Union of Ceres, Scoonie, Kennoway, Cults and Large.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517490,"Purposes of emigration societies, union and agency : to the Emigration Union of Ceres, Scoonie, Kennoway, Cults and Large.",2,"This document is part of CO 384/17 from The National Archives, UK.",,daniel
17517490,"Purposes of emigration societies, union and agency : to the Emigration Union of Ceres, Scoonie, Kennoway, Cults and Large.",3,Title from publisher's website.,,daniel
17517491,"Rob't Gourlay, colonial agent.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517491,"Rob't Gourlay, colonial agent.",2,"This document is part of CO 384/17 from The National Archives, UK.",,daniel
17517491,"Rob't Gourlay, colonial agent.",3,Title from publisher's website.,,daniel
17517492,Letter discussing alternative systems of finance and taxation.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517492,Letter discussing alternative systems of finance and taxation.,2,"This document is part of CO 384/17 from The National Archives, UK.",,daniel
17517492,Letter discussing alternative systems of finance and taxation.,3,Title from publisher's website.,,daniel
17517493,Blank government questionnaire for emigrants to Canada used to determine the effectiveness of emigration schemes.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517493,Blank government questionnaire for emigrants to Canada used to determine the effectiveness of emigration schemes.,2,"This document is part of CO 384/22 from The National Archives, UK.",,daniel
17517493,Blank government questionnaire for emigrants to Canada used to determine the effectiveness of emigration schemes.,3,Title from publisher's website.,,daniel
17517494,Petition from members of the United Emigration Society of Glasgow and Neighbourhood in respect of the emigration of weavers and the related government response.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517494,Petition from members of the United Emigration Society of Glasgow and Neighbourhood in respect of the emigration of weavers and the related government response.,2,"This document is part of CO 384/23 from The National Archives, UK.",,daniel
17517494,Petition from members of the United Emigration Society of Glasgow and Neighbourhood in respect of the emigration of weavers and the related government response.,3,Title from publisher's website.,,daniel
17517495,"Canada waste lands : return to an address to His Majesty, dated 13 September 1831 : for, copy of the report of Mr. Richards to the Colonial Secretary, respecting the waste lands in the Canadas, and emigration.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517495,"Canada waste lands : return to an address to His Majesty, dated 13 September 1831 : for, copy of the report of Mr. Richards to the Colonial Secretary, respecting the waste lands in the Canadas, and emigration.",2,"This document is part of CO 384/26 from The National Archives, UK.",,daniel
17517495,"Canada waste lands : return to an address to His Majesty, dated 13 September 1831 : for, copy of the report of Mr. Richards to the Colonial Secretary, respecting the waste lands in the Canadas, and emigration.",3,Title from publisher's website.,,daniel
17517496,Colonial Office information sheets on funds for emigration and information respecting the Australia colonies.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517496,Colonial Office information sheets on funds for emigration and information respecting the Australia colonies.,2,"This document is part of CO 384/27 from The National Archives, UK.",,daniel
17517496,Colonial Office information sheets on funds for emigration and information respecting the Australia colonies.,3,Title from publisher's website.,,daniel
17517497,"New South Wales, &c. (Crown Lands and Emigration) : return to an address to His Majesty, dated 14 September 1831 : for, copies of the royal instructions to the Governors of New South Wales, Van Diemen's Land, and Western Australia, as to the mode to be adopted in disposing of crown lands : together with such parts of any despatches addressed to them as relate to the same subject, or to the means by which emigration may be facilitated.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517497,"New South Wales, &c. (Crown Lands and Emigration) : return to an address to His Majesty, dated 14 September 1831 : for, copies of the royal instructions to the Governors of New South Wales, Van Diemen's Land, and Western Australia, as to the mode to be adopted in disposing of crown lands : together with such parts of any despatches addressed to them as relate to the same subject, or to the means by which emigration may be facilitated.",2,"This document is part of CO 384/27 from The National Archives, UK.",,daniel
17517497,"New South Wales, &c. (Crown Lands and Emigration) : return to an address to His Majesty, dated 14 September 1831 : for, copies of the royal instructions to the Governors of New South Wales, Van Diemen's Land, and Western Australia, as to the mode to be adopted in disposing of crown lands : together with such parts of any despatches addressed to them as relate to the same subject, or to the means by which emigration may be facilitated.",3,Title from publisher's website.,,daniel
17517498,"Emigration : report of commissioners : return to an address to His Majesty, dated 11 August 1832 : for, copies of any reports from the commissioners for emigration to the Secretary of State for the Colonial Department, since the last session of parliament.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517498,"Emigration : report of commissioners : return to an address to His Majesty, dated 11 August 1832 : for, copies of any reports from the commissioners for emigration to the Secretary of State for the Colonial Department, since the last session of parliament.",2,"This document is part of CO 384/27 from The National Archives, UK.",,daniel
17517498,"Emigration : report of commissioners : return to an address to His Majesty, dated 11 August 1832 : for, copies of any reports from the commissioners for emigration to the Secretary of State for the Colonial Department, since the last session of parliament.",3,Title from publisher's website.,,daniel
17517499,"North America : emigration : return to an address to His Majesty, dated 1 August 1832 for, copy of any acts passed by the volonies in British North America, and which have received His Majesty's sanction, by which a tax is to be levied on emigrants arriving from the United Kingdom : also, copy of circular from the Colonial Office, recommending the same.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517499,"North America : emigration : return to an address to His Majesty, dated 1 August 1832 for, copy of any acts passed by the volonies in British North America, and which have received His Majesty's sanction, by which a tax is to be levied on emigrants arriving from the United Kingdom : also, copy of circular from the Colonial Office, recommending the same.",2,"This document is part of CO 384/27 from The National Archives, UK.",,daniel
17517499,"North America : emigration : return to an address to His Majesty, dated 1 August 1832 for, copy of any acts passed by the volonies in British North America, and which have received His Majesty's sanction, by which a tax is to be levied on emigrants arriving from the United Kingdom : also, copy of circular from the Colonial Office, recommending the same.",3,Title from publisher's website.,,daniel
17517500,General order.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517500,General order.,2,"This document is part of CO 384/27 from The National Archives, UK.",,daniel
17517500,General order.,3,Title from publisher's website.,,daniel
17517501,"Lists of ports in England, Scotland and Ireland.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517501,"Lists of ports in England, Scotland and Ireland.",2,"This document is part of CO 384/27 from The National Archives, UK.",,daniel
17517501,"Lists of ports in England, Scotland and Ireland.",3,Title from publisher's website.,,daniel
17517502,Lands in Upper Canada to be disposed of by the Canada Company.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517502,Lands in Upper Canada to be disposed of by the Canada Company.,2,"This document is part of CO 384/27 from The National Archives, UK.",,daniel
17517502,Lands in Upper Canada to be disposed of by the Canada Company.,3,Title from publisher's website.,,daniel
17517503,The Quebec emigrant society.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517503,The Quebec emigrant society.,2,"This document is part of CO 384/27 from The National Archives, UK.",,daniel
17517503,The Quebec emigrant society.,3,Title from publisher's website.,,daniel
17517504,Proposal for a society to be formed to deal with female emigration to the convict colonies. [1].,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517504,Proposal for a society to be formed to deal with female emigration to the convict colonies. [1].,2,"This document is part of CO 384/27 from The National Archives, UK.",,daniel
17517504,Proposal for a society to be formed to deal with female emigration to the convict colonies. [1].,3,Title from publisher's website.,,daniel
17517505,Letter received from an agricultural labourer who went out to Canada in 1831.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517505,Letter received from an agricultural labourer who went out to Canada in 1831.,2,"This document is part of CO 384/27 from The National Archives, UK.",,daniel
17517505,Letter received from an agricultural labourer who went out to Canada in 1831.,3,Title from publisher's website.,,daniel
17517506,To British emigrants arriving at New York.,1,Caption title.,,daniel
17517506,To British emigrants arriving at New York.,2,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517506,To British emigrants arriving at New York.,3,"This document is part of CO 384/27 from The National Archives, UK.",,daniel
17517507,"Letter addressed to Colonel A'Court by A. C. Buchanan, His Majesty's resident agent for the superintendence of settlers and emigrants in the Canadas.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517507,"Letter addressed to Colonel A'Court by A. C. Buchanan, His Majesty's resident agent for the superintendence of settlers and emigrants in the Canadas.",2,"This document is part of CO 384/28 from The National Archives, UK.",,daniel
17517507,"Letter addressed to Colonel A'Court by A. C. Buchanan, His Majesty's resident agent for the superintendence of settlers and emigrants in the Canadas.",3,Title from publisher's website.,,daniel
17517508,Proposal for a society to be formed to deal with female emigration to the convict colonies. [2].,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517508,Proposal for a society to be formed to deal with female emigration to the convict colonies. [2].,2,"This document is part of CO 384/28 from The National Archives, UK.",,daniel
17517508,Proposal for a society to be formed to deal with female emigration to the convict colonies. [2].,3,Title from publisher's website.,,daniel
17517509,"Questions submitted to A. C. Buchanan, Esq., His Majesty's resident agent for settlers in the Canadas, at Quebec, on behalf of certain large landed proprietors in Ireland, respecting the removal to these provinces of a portion of their poor tenantry, with the answers following.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517509,"Questions submitted to A. C. Buchanan, Esq., His Majesty's resident agent for settlers in the Canadas, at Quebec, on behalf of certain large landed proprietors in Ireland, respecting the removal to these provinces of a portion of their poor tenantry, with the answers following.",2,"This document is part of CO 384/28 from The National Archives, UK.",,daniel
17517509,"Questions submitted to A. C. Buchanan, Esq., His Majesty's resident agent for settlers in the Canadas, at Quebec, on behalf of certain large landed proprietors in Ireland, respecting the removal to these provinces of a portion of their poor tenantry, with the answers following.",3,Title from publisher's website.,,daniel
17517510,"Emigration., 1831.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517510,"Emigration., 1831.",2,"This document is part of CO 384/28 from The National Archives, UK.",,daniel
17517510,"Emigration., 1831.",3,Title from publisher's website.,,daniel
17517511,"""City of the falls"".",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517511,"""City of the falls"".",2,"This document is part of CO 384/28 from The National Archives, UK.",,daniel
17517511,"""City of the falls"".",3,Title from publisher's website.,,daniel
17517512,Account of Texas.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517512,Account of Texas.,2,"This document is part of CO 384/28 from The National Archives, UK.",,daniel
17517512,Account of Texas.,3,Title from publisher's website.,,daniel
17517513,Articles of agreement.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517513,Articles of agreement.,2,"This document is part of CO 384/28 from The National Archives, UK.",,daniel
17517513,Articles of agreement.,3,Title from publisher's website.,,daniel
17517514,"Society for the Permanent Support of Orphan and Destitute Children, by means of apprenticeship in the colonies. [1].",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517514,"Society for the Permanent Support of Orphan and Destitute Children, by means of apprenticeship in the colonies. [1].",2,"This document is part of CO 384/28 from The National Archives, UK.",,daniel
17517514,"Society for the Permanent Support of Orphan and Destitute Children, by means of apprenticeship in the colonies. [1].",3,Title from publisher's website.,,daniel
17517515,New colony : South Australian land company prospectus.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517515,New colony : South Australian land company prospectus.,2,"This document is part of CO 384/28 from The National Archives, UK.",,daniel
17517515,New colony : South Australian land company prospectus.,3,Title from publisher's website.,,daniel
17517516,Petitions of William Parker.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517516,Petitions of William Parker.,2,"This document is part of CO 384/28 from The National Archives, UK.",,daniel
17517516,Petitions of William Parker.,3,Title from publisher's website.,,daniel
17517517,Prospectus of the Rio Tinto commercial and agricultural company.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517517,Prospectus of the Rio Tinto commercial and agricultural company.,2,"This document is part of CO 384/28 from The National Archives, UK.",,daniel
17517517,Prospectus of the Rio Tinto commercial and agricultural company.,3,Title from publisher's website.,,daniel
17517518,Discharge papers of Richard Smith.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517518,Discharge papers of Richard Smith.,2,"This document is part of CO 384/5 from The National Archives, UK.",,daniel
17517518,Discharge papers of Richard Smith.,3,Title from publisher's website.,,daniel
17517519,"Advertisement for the Academy of Mr Ballantine, Hampstead Heath, London.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517519,"Advertisement for the Academy of Mr Ballantine, Hampstead Heath, London.",2,"This document is part of CO 384/6 from The National Archives, UK.",,daniel
17517519,"Advertisement for the Academy of Mr Ballantine, Hampstead Heath, London.",3,Title from publisher's website.,,daniel
17517520,Emigration of females to New South Wales and Van Diemen's Land.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517520,Emigration of females to New South Wales and Van Diemen's Land.,2,"This document is part of CO 384/32 from The National Archives, UK.",,daniel
17517520,Emigration of females to New South Wales and Van Diemen's Land.,3,Title from publisher's website.,,daniel
17517521,Quebec emigrant society : annual report.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517521,Quebec emigrant society : annual report.,2,"This document is part of CO 384/32 from The National Archives, UK.",,daniel
17517521,Quebec emigrant society : annual report.,3,Title from publisher's website.,,daniel
17517522,The Quebec gazette.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517522,The Quebec gazette.,2,"This document is part of CO 384/32 from The National Archives, UK.",,daniel
17517522,The Quebec gazette.,3,Title from publisher's website.,,daniel
17517523,"For the information of emigrants, 16 Jul 1833.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517523,"For the information of emigrants, 16 Jul 1833.",2,"This document is part of CO 384/32 from The National Archives, UK.",,daniel
17517523,"For the information of emigrants, 16 Jul 1833.",3,Title from publisher's website.,,daniel
17517524,"General information, from the circular of the commissioners for emigration, dated Colonial Office, 18th July 1831. [1].",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517524,"General information, from the circular of the commissioners for emigration, dated Colonial Office, 18th July 1831. [1].",2,"This document is part of CO 384/32 from The National Archives, UK.",,daniel
17517524,"General information, from the circular of the commissioners for emigration, dated Colonial Office, 18th July 1831. [1].",3,Title from publisher's website.,,daniel
17517525,Emigration application form.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517525,Emigration application form.,2,"This document is part of CO 384/32 from The National Archives, UK.",,daniel
17517525,Emigration application form.,3,Title from publisher's website.,,daniel
17517526,An act regulating passenger ships and vessels.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517526,An act regulating passenger ships and vessels.,2,"This document is part of CO 384/32 from The National Archives, UK.",,daniel
17517526,An act regulating passenger ships and vessels.,3,Title from publisher's website.,,daniel
17517527,Prospectus : North American Colonial Association of Ireland.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517527,Prospectus : North American Colonial Association of Ireland.,2,"This document is part of CO 384/33 from The National Archives, UK.",,daniel
17517527,Prospectus : North American Colonial Association of Ireland.,3,Title from publisher's website.,,daniel
17517528,List of queries regarding the question of sending orphan boys to the colonies.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,,daniel
17517528,List of queries regarding the question of sending orphan boys to the colonies.,2,"This document is part of CO 384/33 from The National Archives, UK.",,daniel
17517528,List of queries regarding the question of sending orphan boys to the colonies.,3,Title from publisher's website.,,daniel
